xml_id,entry_tag,type,title,authors,editors,pub_places,publishers,dates_text,date_attrs,notes,source_files,idno_varia,idno_riopac,idno_gnd,idno_geschichtsquellen,idno_handschriftencensus,idno_googlebooks,idno_gw,idno_uri,idno_opac_ri,idno_kalliope,idno_doi,idno_mdz,idno_dnb,idno_hathitrust,idno_bsb,idno_bsbink,idno_istc,idno_worldcat,idno_bavarikon,idno_archive,idno_dmgh
lassberg-literature-0152,bibl | biblStruct,historicalSource,"Berner Stadtchronik | Berner Chronik | Fragment des Autographs | Conrad Justingers Berner-Chronik, von Anfang der Stadt Bern bis in das Jahr 1421 | Die Berner-Chronik des Conrad Justinger; nebst vier Beilagen",Konrad Justinger,E. Stierlin | J. R. Wyss | Gottlieb Studer,Bern,"bey Ludw. Albr. Haller, Buchdrucker | Druck und Verlag von K. J. Wyss",,from=1420;to=1430 | when=1819 | when=1871,Berichtszeitraum 1152–1421. | Pergament.,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,https://d-nb.info/gnd/7750475-6,https://geschichtsquellen.de/werk/3179,https://www.handschriftencensus.de/werke/2500 | https://handschriftencensus.de/22471,https://books.google.de/books?id=lC0LAAAAIAAJ,,https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11007582-7,,,,,,,,,,,,,
lassberg-literature-0153,bibl | biblStruct,historicalSource,Berner Chronik | Berner Stadtchronik | Autograph/allein überlieferte Handschrift,Benedikt Tschachtlan | Heinrich Dittlinger,,Zürich,,,when=1470,"Berichtszeitraum 1191–1470; wichtiges, reich illustriertes Zeugnis der Berner Stadtgeschichte.",lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,https://geschichtsquellen.de/werk/4575,https://www.handschriftencensus.de/werke/6335,,,,,,https://www.e-manuscripta.ch/zuz/doi/10.7891/e-manuscripta-85723,,,,,,,,,,
lassberg-literature-0154,bibl | biblStruct,historicalSource,Diarium | Diarium 1529–1539,Johannes Rütiner,Ernst Gerhard Rüsch,St. Gallen,,,from=1529;to=1539 | when=1996,Originale in der Kantonsbibliothek Vadiana St. Gallen (VadSlg Ms 78 und Ms 79); vollständige Abschrift von Carl Leder: VadSlg Ms 79c.,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,https://d-nb.info/gnd/4423979-8,,,https://books.google.com/books?id=lv_0zwEACAAJ,,https://swisscollections.ch/Record/991170456541705501 | https://zwingliana.ch/article/view/7979,,https://kalliope-verbund.info/CH-002121-2-991170456541705501,,,,,,,,,,,
lassberg-literature-0155,bibl | biblStruct,contemporaryPublication,"Weinfelden, dargestellt in seinen bisherigen Schicksalen und in seinem gegenwärtigen Zustande | Thurgauisches Neujahrsblatt",Johann Adam Pupipkofer | Johann Adam Pupikofer,,Frauenfeld,Fehr,1829,when=1829,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,http://opac.regesta-imperii.de/id/1415758,,,,https://books.google.com/books?id=sEEnzwEACAAJ,,https://query-staatsarchiv.tg.ch/detail.aspx?ID=617197,http://opac.regesta-imperii.de/id/1415758,,,,,,,,,,,,
lassberg-literature-0156,bibl | biblStruct,contemporaryPublication,Neujahrsgeschenke für die Jugend des Kantons Schaffhausen,,,Schaffhausen,,1829,when=1829,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://www.digitale-sammlungen.de/de/view/bsb11033452,,,,,,,https://www.digitale-sammlungen.de/de/view/bsb11033452,,,,,,,,,,,,,
lassberg-literature-0157,bibl | biblStruct,contemporaryPublication,Appenzeller Zeitung,,,Trogen | Herisau,,,from=1828-07-05;to=1851 | from=1852,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://hls-dhs-dss.ch/de/articles/024758/2001-07-26/,,,,,,,https://hls-dhs-dss.ch/de/articles/024758/2001-07-26/ | https://www.appenzellerzeitung.ch/,,,,,,,,,,,,,
lassberg-literature-0158,bibl,contemporaryPublication,Angela,Johann Adam Pupikofer,,,,1831,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://musenalm.de/almanach/743/,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0159,bibl,contemporaryPublication,Compendium der deutschen Literatur-Geschichte.,Julius Erduin Koch,,Berlin,,1790,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://www.digitale-sammlungen.de/de/view/bsb10733463,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0160,bibl,contemporaryPublication,Sammlung historischer Volkslieder und Gedichte der Deutschen,Oskar Ludwig Bernhard Wolff,,,,1830,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://archive.org/details/bub_gb_Y0EJAAAAQAAJ,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0161,bibl,contemporaryPublication,Das Wessobrunner Gebet & die Wessobrunner Glossen | Das Wessobrunner Gebet die Wessobrunner Glossen,Wilhelm Wackernagel,,Berlin,,1827,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://www.digitale-sammlungen.de/de/view/bsb11262948,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0162,bibl,contemporaryPublication,Spiritalia theotisca. Sermonum sex ecclesiasticorum et orationis Dominicae rhythmis expositae fragmenta,Wilhelm Wackernagel,,Bratislava,,1827,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,https://books.google.de/books?id=BUsHAAAAQAAJ,,,,,,,,,,,,,,,
lassberg-literature-0163,bibl,historicalSource,Der Pfaff vom Kahlenberg,Philipp Frankfurter,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0164,bibl,historicalSource,Nachtrab oder Nebelkräh,Johann Fischart,,Heidelberg,,1570,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://gateway-bayern.de/VD16+F+1154,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0165,bibl,historicalSource,Hildebrandslied,,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://handschriftencensus.de/werke/2892,,,,,,,,,,,,,,,,
lassberg-literature-0166,bibl,historicalSource,Sieben weise Meister.,,,,,1412,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://handschriftencensus.de/werke/6078,,,,,,,,,,,,,,,,
lassberg-literature-0167,bibl,historicalSource,Buch von der Heiligen Leben,Hermann von Fritzlar,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://de.wikipedia.org/wiki/Hermann_von_Fritzlar,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0168,bibl,historicalSource,Vocabularius Sancti Galli,,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://handschriftencensus.de/werke/4438,,,,,,,,,,,,,,,,
lassberg-literature-0169,bibl,historicalSource,De syllogismis,Notker,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://handschriftencensus.de/werke/5709,,,,,,,,,,,,,,,,
lassberg-literature-0170,bibl,historicalSource,De consolatione philosophiae,Notker,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://handschriftencensus.de/werke/5702,,,,,,,,,,,,,,,,
lassberg-literature-0171,bibl,historicalSource,De materia artis rhetoricae,Notker,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://handschriftencensus.de/werke/5706,,,,,,,,,,,,,,,,
lassberg-literature-0172,bibl,historicalSource,Der welsche Gast,Thommasin von Zerclaere,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://handschriftencensus.de/werke/377,,,,,,,,,,,,,,,,
lassberg-literature-0173,bibl,historicalSource,Helmbrecht,Werhner der Gärtner,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://handschriftencensus.de/werke/764,,,,,,,,,,,,,,,,
lassberg-literature-0174,bibl,historicalSource,Vom gemeinen leben,Heinrich von Melk,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0175,bibl,historicalSource,Minneburg (Reimfassung),,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://handschriftencensus.de/werke/616,,,,,,,,,,,,,,,,
lassberg-literature-0176,bibl,historicalSource,Iwein,Hartmann von Aue,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://handschriftencensus.de/werke/150,,,,,,,,,,,,,,,,
lassberg-literature-0178,bibl,historicalSource,Neidhart,,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://www.handschriftencensus.de/werke/269,,,,,,,,,,,,,,,,
lassberg-literature-0179,bibl,historicalSource,Gauriel von Muntabel,Konrad von Stoffeln,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://handschriftencensus.de/werke/567,,,,,,,,,,,,,,,,
lassberg-literature-0180,bibl,historicalSource,Sprüche,Freidank,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://handschriftencensus.de/werke/115,,,,,,,,,,,,,,,,
lassberg-literature-0180b,bibl,contemporaryPublication,"Frauendienst, oder: Geschichte und Liebe des Ritters und Sängers Ulrich von Lichtenstein",Ludwig Tieck,,Wien,,1818,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://www.digitale-sammlungen.de/en/view/bsb10128718,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0181,bibl,historicalSource,Unser vrouwen klage,,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://www.handschriftencensus.de/werke/393,,,,,,,,,,,,,,,,
lassberg-literature-0182,bibl,historicalSource,Roßarzneibuch,Albrant,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://www.handschriftencensus.de/werke/677,,,,,,,,,,,,,,,,
lassberg-literature-0183,bibl,historicalSource,Unser frouwen leich,Heinrich von Meißen (Frauenlob),,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://de.wikipedia.org/wiki/Frauenlobs_Marienleich,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0184,bibl,historicalSource,Geistlich Artzney Für Ketzergifft vnd jetziger zeit böse Lüfft,Daniel Baradinus,,München,,1600,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0185,bibl,historicalSource,Geistlicher Fastnachtskrapfen,,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://handschriftencensus.de/werke/3704,,,,,,,,,,,,,,,,
lassberg-literature-0186,bibl,contemporaryPublication,Vridankes Bescheidenheit.,Wilhelm Grimm,,Göttingen,,1834,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,https://www.digitale-sammlungen.de/en/view/bsb11091575,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0187,bibl,historicalSource,Martina,Hugo von Langenstein,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://handschriftencensus.de/werke/1737,,,,,,,,,,,,,,,,
lassberg-literature-0188,bibl,historicalSource,Mainauer Naturlehre,,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://handschriftencensus.de/werke/946,,,,,,,,,,,,,,,,
lassberg-literature-0189,bibl,contemporaryPublication,Mitteilungen der Antiquarischen Gesellschaft in Zürich,,,Zürich,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0190,bibl,historicalSource,Die Königstochter von Frankreich,Hans von Bühel,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://handschriftencensus.de/werke/1751,,,,,,,,,,,,,,,,
lassberg-literature-0191,bibl,historicalSource,Sigenot,,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,https://handschriftencensus.de/werke/541,,,,,,,,,,,,,,,,
lassberg-literature-0192,bibl,contemporaryPublication,Baseler Wochenblatt,,,,,,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,,,,,,,,,,,,,,,,,,,,
lassberg-literature-0193,bibl,contemporaryPublication,"Beyträge zur Geschichte und Literatur, vorzüglich aus den Schätzen der Königl. Hof- und Centralbibliothek zu München",Johann Christoph Aretin,,München,,1803-1808,,,lassberg-literature.xml | lassberg-literature.ENRICHED.xml,,http://opac.regesta-imperii.de/id/1079584,,,,,,,,,,,,,,,,,,,
