Nummer;Datum;Ort;Name_voll;GND_x;Wiki_x;Absender/Empfänger;Journalnummer;Aufbewahrungsort_Kürzel;Aufbewahrungsort;Aufbewahrungsinstitution;Zusatz;Druck;Jahr;Kommentar;VON/AN;GND_y;Wiki_y;person_id;name_gnd;gender_gnd;birth_gnd;occupations_gnd;publications_gnd;degrees_gnd;coordinates_wiki;lat;long;place_id
934;20.04.;Eppishausen;Franz Josef Mone;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;Mone;85;H UB;Heidelberg;Universitätsbibliothek;;59,242;1837;;VON;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;lassberg-correspondent-0100;Mone, Franz Joseph;male;1796;Archivar,Germanist,Historiker;9;Prof. Dr. phil.;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
995;16.06.;Eppishausen;Franz Josef Mone;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;Mone;149;H UB;Heidelberg;Universitätsbibliothek;;59,243;1838;;VON;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;lassberg-correspondent-0100;Mone, Franz Joseph;male;1796;Archivar,Germanist,Historiker;9;Prof. Dr. phil.;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
996;21.06.;Eppishausen;Franz Josef Mone;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;Mone;;H UB;Heidelberg;Universitätsbibliothek;;59,245;1838;;VON;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;lassberg-correspondent-0100;Mone, Franz Joseph;male;1796;Archivar,Germanist,Historiker;9;Prof. Dr. phil.;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
1082;28.03.;Meersburg;Franz Josef Mone;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;Mone;63;H UB;Heidelberg;Universitätsbibliothek;;59,245;1840;;VON;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;lassberg-correspondent-0100;Mone, Franz Joseph;male;1796;Archivar,Germanist,Historiker;9;Prof. Dr. phil.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1202;16.12.;Meersburg;Franz Josef Mone;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;Mone;251;H UB;Heidelberg;Universitätsbibliothek;;59,246;1842;;VON;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;lassberg-correspondent-0100;Mone, Franz Joseph;male;1796;Archivar,Germanist,Historiker;9;Prof. Dr. phil.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1258;18.03.;ohne_Ortsangabe;Franz Josef Mone;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;Mone;45;H UB;Heidelberg;Universitätsbibliothek;;59,253;1845;;VON;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;lassberg-correspondent-0100;Mone, Franz Joseph;male;1796;Archivar,Germanist,Historiker;9;Prof. Dr. phil.;-;-;;lassberg-place-0003
1314;04.03.;Meersburg;Franz Josef Mone;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;Mone;15;H UB;Heidelberg;Universitätsbibliothek;;59,248;1847;;VON;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;lassberg-correspondent-0100;Mone, Franz Joseph;male;1796;Archivar,Germanist,Historiker;9;Prof. Dr. phil.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1315;11.03.;Meersburg;Franz Josef Mone;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;Mone;19;H UB;Heidelberg;Universitätsbibliothek;;59,249;1847;;VON;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;lassberg-correspondent-0100;Mone, Franz Joseph;male;1796;Archivar,Germanist,Historiker;9;Prof. Dr. phil.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1330;16.08.;Meersburg;Franz Josef Mone;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;Mone;103;H UB;Heidelberg;Universitätsbibliothek;;59,25;1847;;VON;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;lassberg-correspondent-0100;Mone, Franz Joseph;male;1796;Archivar,Germanist,Historiker;9;Prof. Dr. phil.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1336;14.10.;Meersburg;Franz Josef Mone;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;Mone;133;H UB;Heidelberg;Universitätsbibliothek;;59,252;1847;;VON;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;lassberg-correspondent-0100;Mone, Franz Joseph;male;1796;Archivar,Germanist,Historiker;9;Prof. Dr. phil.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1387;07.10.;Meersburg;Franz Josef Mone;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;Mone;178;H UB;Heidelberg;Universitätsbibliothek;;59,256;1848;;VON;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;lassberg-correspondent-0100;Mone, Franz Joseph;male;1796;Archivar,Germanist,Historiker;9;Prof. Dr. phil.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1430;05.10.;Meersburg;Franz Josef Mone;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;Mone;158;H UB;Heidelberg;Universitätsbibliothek;;59,257;1849;;VON;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;lassberg-correspondent-0100;Mone, Franz Joseph;male;1796;Archivar,Germanist,Historiker;9;Prof. Dr. phil.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1444;29.03.;Meersburg;Franz Josef Mone;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;Mone;31;H UB;Heidelberg;Universitätsbibliothek;;59,259;1850;;VON;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;lassberg-correspondent-0100;Mone, Franz Joseph;male;1796;Archivar,Germanist,Historiker;9;Prof. Dr. phil.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
311;01.03.;Heiligenberg;Franz Josef Waitzenegger;11711555X;https://de.wikipedia.org/wiki/Franz_Josef_Waitzenegger;Waitzenegger;;B VL;Bregenz;Vorarlberger Landesarchiv;;11,106-09;1819;;VON;11711555X;https://de.wikipedia.org/wiki/Franz_Josef_Waitzenegger;lassberg-correspondent-0101;Waitzenegger, Franz Joseph;male;1784;Germanist,Priester,Archivar;5;-;47.82083333,9.3125;47.82083333;9.3125;lassberg-place-0018
319;17.06.;Heiligenberg;Franz Josef Waitzenegger;11711555X;https://de.wikipedia.org/wiki/Franz_Josef_Waitzenegger;Waitzenegger;;B VL;Bregenz;Vorarlberger Landesarchiv;;11,109;1819;;VON;11711555X;https://de.wikipedia.org/wiki/Franz_Josef_Waitzenegger;lassberg-correspondent-0101;Waitzenegger, Franz Joseph;male;1784;Germanist,Priester,Archivar;5;-;47.82083333,9.3125;47.82083333;9.3125;lassberg-place-0018
339;16.02.;Eppishausen;Franz Josef Waitzenegger;11711555X;https://de.wikipedia.org/wiki/Franz_Josef_Waitzenegger;Waitzenegger;98;B VL;Bregenz;Vorarlberger Landesarchiv;;11,111;1820;;VON;11711555X;https://de.wikipedia.org/wiki/Franz_Josef_Waitzenegger;lassberg-correspondent-0101;Waitzenegger, Franz Joseph;male;1784;Germanist,Priester,Archivar;5;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
357;01.06.;Eppishausen;Franz Josef Waitzenegger;11711555X;https://de.wikipedia.org/wiki/Franz_Josef_Waitzenegger;Waitzenegger;255;B VL;Bregenz;Vorarlberger Landesarchiv;;11,113;1820;;VON;11711555X;https://de.wikipedia.org/wiki/Franz_Josef_Waitzenegger;lassberg-correspondent-0101;Waitzenegger, Franz Joseph;male;1784;Germanist,Priester,Archivar;5;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
1810;09.03.;Bregenz;Franz Josef Waitzenegger;11711555X;https://de.wikipedia.org/wiki/Franz_Josef_Waitzenegger;Waitzenegger;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1819;;AN;11711555X;https://de.wikipedia.org/wiki/Franz_Josef_Waitzenegger;lassberg-correspondent-0101;Waitzenegger, Franz Joseph;male;1784;Germanist,Priester,Archivar;5;-;47.505,9.74916667;47.505;9.74916667;lassberg-place-0082
1578;22.05.;Lindau;Franz Joseph Kolb;-;-;Kolb;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1798;;AN;-;-;lassberg-correspondent-0102;-;-;-;-;-;-;47.54583333,9.68333333;47.54583333;9.68333333;lassberg-place-0092
1743;16.02.;ohne_Ortsangabe;Franz Joseph Schwarz;100863744;http://www.deutsche-biographie.de/pnd100863744.html#adbcontent;Schwarz;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;5,296;1818;;AN;100863744;http://www.deutsche-biographie.de/pnd100863744.html#adbcontent;lassberg-correspondent-0103;Schwarz, Franz Joseph;male;1821;Katholischer Theologe,Priester,Archäologe;3;-;-;-;;lassberg-place-0003
1685;12.05.;Donaueschingen;Franz Joseph von Enzenberg;116515856;-;Enzenberg;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1817;;AN;116515856;-;lassberg-correspondent-0104;Enzenberg, Franz Joseph von;male;1775;-;-;-;47.95305556,8.50333333;47.95305556;8.50333333;lassberg-place-0019
928;07.03.;Eppishausen;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;?;F UB;Freiburg i.Br.;Universitätsbibliothek;Regest;;1837;;VON;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
1033;17.12.;Eppishausen;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;?;F UB;Freiburg i.Br.;Universitätsbibliothek;Abschrift;;1838;;VON;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
1036;10.01.;Meersburg;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;3;K BLB;Karlsruhe;Badische Landesbibliothek;Entwurf;;1839;;VON;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1163;12.03.;Meersburg;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber ?;;F UB;Freiburg i.Br.;Universitätsbibliothek;Abschrift;;1842;;VON;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1255;26.02.;Meersburg;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;?(31);F UB;Freiburg i.Br.;Universitätsbibliothek;Abschrift;;1845;;VON;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1262;11.05.;ohne_Ortsangabe;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;?;F UB;Freiburg i.Br.;Universitätsbibliothek;Abschrift;;1845;;VON;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;-;-;;lassberg-place-0003
1264;28.05.;Meersburg;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;?;F UB;Freiburg i.Br.;Universitätsbibliothek;Abschrift;;1845;;VON;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1269;14.07.;Meersburg;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;88;F UB;Freiburg i.Br.;Universitätsbibliothek;Abschrift;;1845;;VON;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
2563;27.02.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1837;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2570;28.03.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1837;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2654;06.01.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1839;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2655;06.01.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;F UB;Freiburg i.Br.;Universitätsbibliothek;Abschrift;;1839;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2738;26.02.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D FH;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1842;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2742;22.03.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1842;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2747;25.04.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1842;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2754;28.06.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1842;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2771;17.09.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1842;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2782;18.12.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1842;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2792;16.03.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1843;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2801;11.05.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1843;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2837;28.07.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D FH;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1844;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2853;30.12.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1844;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2875;12.07.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1845;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2878;31.07.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1845;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2883;29.08.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1845;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2885;16.09.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1845;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2903;12.03.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1846;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2906;10.04.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1846;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2910;04.06.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D FH;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1846;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2978;06.03.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1848;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2990;04.06.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1848;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
3022;04.03.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1849;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
3066;06.04.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1850;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
3085;17.07.;Rastatt;Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;Grieshaber;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1850;;AN;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.;48.85,8.2;48.85;8.2;lassberg-place-0093
2424;15.05.;Würzburg;Franz Ludwig Philipp Schenk von Stauffenberg;117223638;https://de.wikipedia.org/wiki/Franz_Ludwig_Philipp_Schenk_von_Stauffenberg;Stauffenberg;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1832;;AN;117223638;https://de.wikipedia.org/wiki/Franz_Ludwig_Philipp_Schenk_von_Stauffenberg;lassberg-correspondent-0106;Schenk von Stauffenberg, Franz;male;1801;Generalleutnant,Politiker;-;-;49.78333333,9.93333333;49.78333333;9.93333333;lassberg-place-0094
2427;26.05.;Würzburg;Franz Ludwig Philipp Schenk von Stauffenberg;117223638;https://de.wikipedia.org/wiki/Franz_Ludwig_Philipp_Schenk_von_Stauffenberg;Stauffenberg;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1832;;AN;117223638;https://de.wikipedia.org/wiki/Franz_Ludwig_Philipp_Schenk_von_Stauffenberg;lassberg-correspondent-0106;Schenk von Stauffenberg, Franz;male;1801;Generalleutnant,Politiker;-;-;49.78333333,9.93333333;49.78333333;9.93333333;lassberg-place-0094
936;22.06.;Eppishausen;Franz Pecher;-;-;Pecher;;K BLB;Karlsruhe;Badische Landesbibliothek;Entwurf;55,779;1837;;VON;-;-;lassberg-correspondent-0107;-;-;-;-;-;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
2587;08.11.;Meersburg;Franz Pecher;-;-;Pecher;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1837;;AN;-;-;lassberg-correspondent-0107;-;-;-;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
2588;20.11.;Meersburg;Franz Pecher;-;-;Pecher;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1837;;AN;-;-;lassberg-correspondent-0107;-;-;-;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
2600;11.02.;Konstanz;Franz Pecher;-;-;Pecher;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1838;;AN;-;-;lassberg-correspondent-0107;-;-;-;-;-;-;47.66666667,9.18333333;47.66666667;9.18333333;lassberg-place-0039
