Nummer;Datum;Ort;Name_voll;GND_x;Wiki_x;Absender/Empfänger;Journalnummer;Aufbewahrungsort_Kürzel;Aufbewahrungsort;Aufbewahrungsinstitution;Zusatz;Druck;Jahr;Kommentar;VON/AN;GND_y;Wiki_y;person_id;name_gnd;gender_gnd;birth_gnd;occupations_gnd;publications_gnd;degrees_gnd;coordinates_wiki;lat;long;place_id
2626;22.06.;Bern;Achille Jubinal;117212997;https://de.wikipedia.org/wiki/Achille_Jubinal;Jubinal;;D FH;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1838;;AN;117212997;https://de.wikipedia.org/wiki/Achille_Jubinal;lassberg-correspondent-0001;Jubinal, Achille;male;1810;Romanist,Mediävist,Politiker,Schriftsteller,Literarhistoriker;10;-;46.94805556,7.4475;46.94805556;7.4475;lassberg-place-0001
2630;05.07.;Bern;Achille Jubinal;117212997;https://de.wikipedia.org/wiki/Achille_Jubinal;Jubinal;;D FH;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1838;;AN;117212997;https://de.wikipedia.org/wiki/Achille_Jubinal;lassberg-correspondent-0001;Jubinal, Achille;male;1810;Romanist,Mediävist,Politiker,Schriftsteller,Literarhistoriker;10;-;46.94805556,7.4475;46.94805556;7.4475;lassberg-place-0001
1186;28.07.;Meersburg;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;129;K JB;Krakau;Jagiellonische Bibliothek;;;1842;;VON;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1276;02.11.;ohne_Ortsangabe;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;172;K BLB;Karlsruhe;Badische Landesbibliothek;Entwurf;;1845;;VON;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;-;-;;lassberg-place-0003
1278;14.11.;Meersburg;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;173;K JB;Krakau;Jagiellonische Bibliothek;;;1845;;VON;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1280;28.11.;Meersburg;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;184;K JB;Krakau;Jagiellonische Bibliothek;;;1845;;VON;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1281;29.11.;Meersburg;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;187;K JB;Krakau;Jagiellonische Bibliothek;;;1845;;VON;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1295;31.03.;Meersburg;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;57;K JB;Krakau;Jagiellonische Bibliothek;;;1846;;VON;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1299;11.05.;Meersburg;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;84;T UB;Tübingen;Universitätsbibliothek;;;1846;;VON;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1400;16.02.;Meersburg;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;;T UB;Tübingen;Universitätsbibliothek;;;1849;;VON;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1406;10.04.;Meersburg;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A./Holland;56;T UB;Tübingen;Universitätsbibliothek;;;1849;;VON;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1407;10.04.;Meersburg;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A./Holland;;T UB;Tübingen;Universitätsbibliothek;Abschrift;;1849;;VON;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
2763;11.08.;Tübingen;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1842;;AN;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;48.52,9.05555556;48.52;9.05555556;lassberg-place-0004
2889;31.10.;Tübingen;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1845;;AN;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;48.52,9.05555556;48.52;9.05555556;lassberg-place-0004
2892;27.11.;Tübingen;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1845;;AN;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;48.52,9.05555556;48.52;9.05555556;lassberg-place-0004
2894;07.12.;Tübingen;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1845;;AN;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;48.52,9.05555556;48.52;9.05555556;lassberg-place-0004
2907;10.04.;Tübingen;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1846;;AN;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;48.52,9.05555556;48.52;9.05555556;lassberg-place-0004
2908;16.04.;Tübingen;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1846;;AN;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;48.52,9.05555556;48.52;9.05555556;lassberg-place-0004
2909;13.05.;Tübingen;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1846;;AN;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;48.52,9.05555556;48.52;9.05555556;lassberg-place-0004
2924;17.09.;Tübingen;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1846;;AN;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;48.52,9.05555556;48.52;9.05555556;lassberg-place-0004
2943;21.01.;Tübingen;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1847;;AN;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;48.52,9.05555556;48.52;9.05555556;lassberg-place-0004
3019;18.02.;Tübingen;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1849;;AN;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;48.52,9.05555556;48.52;9.05555556;lassberg-place-0004
3027;26.04.;Tübingen;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1849;;AN;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;48.52,9.05555556;48.52;9.05555556;lassberg-place-0004
3106;09.04.;Tübingen;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1851;;AN;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;48.52,9.05555556;48.52;9.05555556;lassberg-place-0004
3145;18.03.;Tübingen;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1853;;AN;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;48.52,9.05555556;48.52;9.05555556;lassberg-place-0004
3151;02.05.;Tübingen;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1853;;AN;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;48.52,9.05555556;48.52;9.05555556;lassberg-place-0004
3178;18.11.;Tübingen;Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;Keller A.;;D FH;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1854;;AN;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.;48.52,9.05555556;48.52;9.05555556;lassberg-place-0004
1272;05.08.;ohne_Ortsangabe;Adelrich Rothweiler;-;-;Rothweiler;;K BLB;Karlsruhe;Badische Landesbibliothek;Entwurf;;1845;;VON;-;-;lassberg-correspondent-0003;-;-;-;-;-;-;-;-;;lassberg-place-0003
605;11.08.;Eppishausen;Adolf Ludwig Follen;116646772;https://de.wikipedia.org/wiki/Adolf_Ludwig_Follen;Follen;132;W SB;Winterthur;Stadtbibliothek;;;1828;;VON;116646772;https://de.wikipedia.org/wiki/Adolf_Ludwig_Follen;lassberg-correspondent-0004;Follen, August Adolf Ludwig;male;1794;Schriftsteller,Philosoph,Philologe;4;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
725;07.06.;Eppishausen;Adolf Ludwig Follen;116646772;https://de.wikipedia.org/wiki/Adolf_Ludwig_Follen;Follen;;K BLB;Karlsruhe;Badische Landesbibliothek;Gedicht;;1830;;VON;116646772;https://de.wikipedia.org/wiki/Adolf_Ludwig_Follen;lassberg-correspondent-0004;Follen, August Adolf Ludwig;male;1794;Schriftsteller,Philosoph,Philologe;4;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
1951;09.07.;Basel;Adolf Ludwig Follen;116646772;https://de.wikipedia.org/wiki/Adolf_Ludwig_Follen;Follen;;L SA;Luzern;Staatsarchiv;;;1822;;AN;116646772;https://de.wikipedia.org/wiki/Adolf_Ludwig_Follen;lassberg-correspondent-0004;Follen, August Adolf Ludwig;male;1794;Schriftsteller,Philosoph,Philologe;4;-;47.55472222,7.59055556;47.55472222;7.59055556;lassberg-place-0006
1993;21.12.;Aarau;Adolf Ludwig Follen;116646772;https://de.wikipedia.org/wiki/Adolf_Ludwig_Follen;Follen;;B BB;Bern;Burgerbibliothek;;;1823;;AN;116646772;https://de.wikipedia.org/wiki/Adolf_Ludwig_Follen;lassberg-correspondent-0004;Follen, August Adolf Ludwig;male;1794;Schriftsteller,Philosoph,Philologe;4;-;47.4,8.05;47.4;8.05;lassberg-place-0007
2345;14.02.;Altikon;Adolf Ludwig Follen;116646772;https://de.wikipedia.org/wiki/Adolf_Ludwig_Follen;Follen;;W SB;Winterthur;Stadtbibliothek;;;1831;;AN;116646772;https://de.wikipedia.org/wiki/Adolf_Ludwig_Follen;lassberg-correspondent-0004;Follen, August Adolf Ludwig;male;1794;Schriftsteller,Philosoph,Philologe;4;-;47.56666667,8.78333333;47.56666667;8.78333333;lassberg-place-0008
1048;12.04.;Meersburg;Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);Schott;93;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1839;;VON;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1125;12.05.;Meersburg;Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);Schott;111;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1841;;VON;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1127;02.06.;Meersburg;Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);Schott;132;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1841;;VON;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1129;13.06.;Meersburg;Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);Schott;153;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1841;;VON;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1131;28.06.;Überlingen;Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);Schott;165;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1841;;VON;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-;47.76666667,9.165;47.76666667;9.165;lassberg-place-0009
1135;20.07.;Meersburg;Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);Schott;182;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1841;;VON;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1144;20.09.;Meersburg;Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);Schott;249;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1841;;VON;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1150;06.11.;Meersburg;Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);Schott;281;S WLB;Stuttgart;Württembergische Landesbibliothek;;;1841;;VON;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
2661;17.04.;Zürich;Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);Schott;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1839;;AN;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-;47.37444444,8.54111111;47.37444444;8.54111111;lassberg-place-0010
2710;05.06.;Stuttgart;Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);Schott;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1841;;AN;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-;48.7775,9.18;48.7775;9.18;lassberg-place-0011
2713;24.06.;Stuttgart;Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);Schott;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1841;;AN;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-;48.7775,9.18;48.7775;9.18;lassberg-place-0011
2717;09.07.;Ulm;Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);Schott;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1841;;AN;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-;48.4,9.98333333;48.4;9.98333333;lassberg-place-0012
2725;31.10.;Stuttgart;Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);Schott;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1841;;AN;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-;48.7775,9.18;48.7775;9.18;lassberg-place-0011
2744;02.04.;Stuttgart;Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);Schott;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1842;;AN;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-;48.7775,9.18;48.7775;9.18;lassberg-place-0011
2761;25.07.;Stuttgart;Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);Schott;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1842;;AN;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-;48.7775,9.18;48.7775;9.18;lassberg-place-0011
2798;30.04.;Stuttgart;Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);Schott;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1843;;AN;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-;48.7775,9.18;48.7775;9.18;lassberg-place-0011
3228;-;-;Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);Schott;;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;-;Weitere Angaben in Harris;AN;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-;-;-;;lassberg-place-0013
1662;30.01.;Wien;Alexius zu Bentheim und Steinfurt;116122722;https://de.wikipedia.org/wiki/Alexius_zu_Bentheim_und_Steinfurt;Bentheim;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;Fragment;;1815;;AN;116122722;https://de.wikipedia.org/wiki/Alexius_zu_Bentheim_und_Steinfurt;lassberg-correspondent-0006;Bentheim und Steinfurt, Alexis Friedrich zu;male;1781;-;-;-;-;-;;lassberg-place-0014
3052;04.10.;Zürich;Allgemeine Geschichtforschende Gesellschaft der Schweiz;40064-6;https://hls-dhs-dss.ch/de/articles/038329/2012-06-06/;Allg. Geschichtforschende Gesellschaft der Schweiz;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1849;;AN;40064-6;https://hls-dhs-dss.ch/de/articles/038329/2012-06-06/;lassberg-correspondent-0007;Allgemeine Geschichtforschende Gesellschaft der Schweiz;CorporateBody;-;-;-;-;47.37444444,8.54111111;47.37444444;8.54111111;lassberg-place-0010
1641;18.12.;Berlin;Aloys Hirt;115368302;https://de.wikipedia.org/wiki/Aloys_Hirt;Hirt;;F UB;Freiburg i.Br.;Universitätsbibliothek;;31,49;1809;;AN;115368302;https://de.wikipedia.org/wiki/Aloys_Hirt;lassberg-correspondent-0008;Hirt, Aloys Ludwig;male;1759;Kunsthistoriker,Philosoph,Archäologe;10;Prof.;52.52,13.405;52.52;13.405;lassberg-place-0015
1688;28.07.;Frankfurt_Main;Aloys Hirt;115368302;https://de.wikipedia.org/wiki/Aloys_Hirt;Hirt;;F UB;Freiburg i.Br.;Universitätsbibliothek;;31,5;1817;;AN;115368302;https://de.wikipedia.org/wiki/Aloys_Hirt;lassberg-correspondent-0008;Hirt, Aloys Ludwig;male;1759;Kunsthistoriker,Philosoph,Archäologe;10;Prof.;-;-;;lassberg-place-0016
1777;12.05.;Berlin;Aloys Hirt;115368302;https://de.wikipedia.org/wiki/Aloys_Hirt;Hirt;;F UB;Freiburg i.Br.;Universitätsbibliothek;;31,52-55;1818;;AN;115368302;https://de.wikipedia.org/wiki/Aloys_Hirt;lassberg-correspondent-0008;Hirt, Aloys Ludwig;male;1759;Kunsthistoriker,Philosoph,Archäologe;10;Prof.;52.52,13.405;52.52;13.405;lassberg-place-0015
1541;??;;Aloysia von Koller;-;-;Koller Aloysia;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;Weitere Angaben in Harris;VON;-;-;lassberg-correspondent-0009;-;-;-;-;-;-;-;-;;lassberg-place-0017
2190;30.10.;Heiligenberg;Amalie Christine zu Fu?rstenberg;136284116;https://en.wikipedia.org/wiki/Amalie_of_Baden;Fbg Amalie;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1827;;AN;136284116;https://en.wikipedia.org/wiki/Amalie_of_Baden;lassberg-correspondent-0010;Fürstenberg, Amalie Christine zu;female;1795;-;-;-;47.82083333,9.3125;47.82083333;9.3125;lassberg-place-0018
2221;30.10.;Donaueschingen;Amalie Christine zu Fu?rstenberg;136284116;https://en.wikipedia.org/wiki/Amalie_of_Baden;Fbg Amalie;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1828;;AN;136284116;https://en.wikipedia.org/wiki/Amalie_of_Baden;lassberg-correspondent-0010;Fürstenberg, Amalie Christine zu;female;1795;-;-;-;47.95305556,8.50333333;47.95305556;8.50333333;lassberg-place-0019
2390;04.11.;Heiligenberg;Amalie Christine zu Fu?rstenberg;136284116;https://en.wikipedia.org/wiki/Amalie_of_Baden;Fbg Amalie;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1831;;AN;136284116;https://en.wikipedia.org/wiki/Amalie_of_Baden;lassberg-correspondent-0010;Fürstenberg, Amalie Christine zu;female;1795;-;-;-;47.82083333,9.3125;47.82083333;9.3125;lassberg-place-0018
2456;06.01.;Kassel;Amalie von Heeremann-Zuydtwik;116565217;-;Heereman;;S AR;Stapel bei Havixbeck;Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff;;;1833;;AN;116565217;-;lassberg-correspondent-0011;Heeremann-Zuydtwik, Amalie von;female;1809;Ordensschwester;-;-;51.3158,9.4979;51.3158;9.4979;lassberg-place-0020
2535;05.04.;Nizza;Amalie von Heeremann-Zuydtwik;116565217;-;Heereman;;S AR;Stapel bei Havixbeck;Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff;;;1836;;AN;116565217;-;lassberg-correspondent-0011;Heeremann-Zuydtwik, Amalie von;female;1809;Ordensschwester;-;-;-;-;;lassberg-place-0021
3030;16.05.;Graz;Amalie von Heeremann-Zuydtwik;116565217;-;Heereman;;S AR;Stapel bei Havixbeck;Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff;;;1849;;AN;116565217;-;lassberg-correspondent-0011;Heeremann-Zuydtwik, Amalie von;female;1809;Ordensschwester;-;-;47.07083333,15.43861111;47.07083333;15.43861111;lassberg-place-0022
