PersonName;GND;Wiki;person_id;full_name;gender;birth;occupation;degrees;publications
Karl Pfaff;116140410;https://de.wikipedia.org/wiki/Karl_Pfaff_(P%C3%A4dagoge);lassberg-correspondent-0263;Pfaff, Karl;male;1795;Gymnasiallehrer,Historiker,Sänger,Kirchenhistoriker;12;Dr. phil.
Franz Josef Mone;118861476;https://de.wikipedia.org/wiki/Franz_Josef_Mone;lassberg-correspondent-0100;Mone, Franz Joseph;male;1796;Archivar,Germanist,Historiker;9;Prof. Dr. phil.
Josef von Bergmann;116133147;https://de.wikipedia.org/wiki/Josef_von_Bergmann;lassberg-correspondent-0223;Bergmann, Joseph;male;1796;Historiker,Numismatiker,Genealoge;4;-
Annette von Droste-Hülshoff;118527533;https://de.wikipedia.org/wiki/Annette_von_Droste-H%C3%BClshoff;lassberg-correspondent-0018;Droste-Hülshoff, Annette von;female;1797;Komponistin,Zeichnerin,Librettistin,Schriftstellerin;-;-
Dieterich von Bocholtz;116213361;https://de.wikipedia.org/wiki/Dieterich_von_Bocholtz;lassberg-correspondent-0073;Bocholtz-Meschede, Dietrich Werner von;male;1797;Politiker;-;-
Franz Simon von Pfaffenhofen;1019684615;https://de.wikipedia.org/wiki/Franz_Simon_von_Pfaffenhofen;lassberg-correspondent-0108;Pfaffenhofen, Franz Simon von;male;1797;Beamter,Kunstsammler,Museumsdirektor,Numismatiker,Freiherr,Kunsthistoriker;-;-
Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-
Elisabetha von Orelli-Ganz;1089484879;-;lassberg-correspondent-0077;Orelli-Ganz, Elisabetha von;notKnown;1797;-;-;-
August von Arnswaldt;116352612;https://de.wikipedia.org/wiki/August_von_Arnswaldt;lassberg-correspondent-0027;Arnswaldt, August Friedrich Ernst von;male;1798;Schriftsteller,Theologe;1;-
Carl Gustav Abel;116001410;-;lassberg-correspondent-0054;Abel, Gustav;male;1798;-;-;-
Franz Becker;11610290X;-;lassberg-correspondent-0094;Becker, Franz;male;1798;Prediger,Theologe;-;-
Franz Karl Grieshaber;102502684;https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber;lassberg-correspondent-0105;Grieshaber, Franz Karl;male;1798;Katholischer Theologe,Philologe,Priester,Gymnasiallehrer;-;Dr.
Friedrich von Laßberg;100557929;https://de.wikipedia.org/wiki/Friedrich_von_La%C3%9Fberg;lassberg-correspondent-0124;Laßberg, Friedrich von;male;1798;Verwaltungsbeamter;1;Dr. jur.
Georg Heinrich Krieg von Hochfelden;116536462;https://de.wikipedia.org/wiki/Georg_Heinrich_Krieg_von_Hochfelden;lassberg-correspondent-0135;Krieg von Hochfelden, Georg Heinrich;male;1798;Militärschriftsteller,Generalmajor;5;-
Joseph von Auffenberg;11850505X;https://de.wikipedia.org/wiki/Joseph_von_Auffenberg;lassberg-correspondent-0238;Auffenberg, Joseph von;male;1798;Offizier,Jurist,Schriftsteller,Dramatiker;11;-
Melchior von Diepenbrock;118678302;https://de.wikipedia.org/wiki/Melchior_Diepenbrock;lassberg-correspondent-0309;Diepenbrock, Melchior von;male;1798;Katholischer Theologe,Priester,Fürstbischof,Übersetzer,Kardinal,Schriftsteller;10;-
Werner von Droste-Hülshoff;117751758;https://de.wikipedia.org/wiki/Werner-Constantin_von_Droste_zu_H%C3%BClshoff;lassberg-correspondent-0358;Droste-Hülshoff, Werner von;male;1798;Gutsherr,Politiker;-;-
Wolfgang Menzel;118580949;https://en.wikipedia.org/wiki/Wolfgang_Menzel;lassberg-correspondent-0369;Menzel, Wolfgang;male;1798;Schriftsteller,Redakteur,Lehrer,Abgeordneter,Historiker,Literarhistoriker;9;-
Georges Frédéric Schutzenberger;117152382;https://fr.wikipedia.org/wiki/Georges_Sch%C3%BCtzenberger;lassberg-correspondent-0138;Schützenberger, Frédéric;male;1799;-;2;-
Jodocus Stülz;117356662;https://www.deutsche-biographie.de/pnd117356662.html;lassberg-correspondent-0178;Stülz, Jodocus;male;1799;Theologe,Prälat,Historiker,Archivar;3;-
Johann Heinrich Tanner;1060060795;https://de.wikipedia.org/wiki/Johann_Heinrich_Tanner;lassberg-correspondent-0201;Tanner, Johann Heinrich;male;1799;Textilhandel,Politiker;-;-
Johann Kaspar Mörikofer;11708820X;https://de.wikipedia.org/wiki/Johann_Kaspar_M%C3%B6rikofer;lassberg-correspondent-0205;Mörikofer, Johann Caspar;male;1799;Pädagoge,Historiker;6;-
Thomas Bornhauser;133373177;https://de.wikipedia.org/wiki/Thomas_Bornhauser;lassberg-correspondent-0350;Bornhauser, Thomas;male;1799;Politiker,Pfarrer,Theologe,Publizist,Schriftsteller;6;-
Ferdinand Keller;100732917;https://de.wikipedia.org/wiki/Ferdinand_Keller_(Altertumsforscher);lassberg-correspondent-0087;Keller, Ferdinand;male;1800;Archäologe,Prähistoriker;10;Dr. phil. h.c.
Anna von Arnswaldt;116352604;https://de.wikipedia.org/wiki/Anna_von_Arnswaldt;lassberg-correspondent-0017;Arnswaldt, Anna von;female;1801;-;-;-
Andreas Eigner;116418842;https://de.wikipedia.org/wiki/Andreas_Eigner;lassberg-correspondent-0014;Eigner, Andreas;male;1801;Lehrer;1;-
Franz Ludwig Philipp Schenk von Stauffenberg;117223638;https://de.wikipedia.org/wiki/Franz_Ludwig_Philipp_Schenk_von_Stauffenberg;lassberg-correspondent-0106;Schenk von Stauffenberg, Franz;male;1801;Generalleutnant,Politiker;-;-
Friedrich Freiherr von Bernhard;101049692;-;lassberg-correspondent-0114;Bernhard, Friedrich von;male;1801;Hochschullehrer,Jurist;7;-
Hans von und zu Aufseß;118848526;https://de.wikipedia.org/wiki/Hans_von_und_zu_Aufse%C3%9F;lassberg-correspondent-0147;Aufseß, Hans von und zu;male;1801;Jurist,Historiker;14;-
Heinrich Eduard Kausler;116078758;-;lassberg-correspondent-0149;Kausler, Heinrich Eduard;male;1801;Germanist,Historiker,Archivar;5;-
Johann HeinrichMaurer;116856092;https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/;lassberg-correspondent-0202;Maurer von Constant, Johann Heinrich;male;1801;Historiker,Bibliothekar,Pfarrer,Lehrer;4;-
Ludwig Stantz;1059654679;https://de.wikipedia.org/wiki/Ludwig_Stantz;lassberg-correspondent-0287;Stantz, Ludwig;male;1801;-;-;-
August Ludwig Reyscher;11874478X;https://de.wikipedia.org/wiki/August_Ludwig_Reyscher;lassberg-correspondent-0025;Reyscher, August Ludwig;male;1802;Politiker,Jurist;11;-
Friedrich Hoffstadt;116943343;https://de.wikipedia.org/wiki/Friedrich_Hoffstadt;lassberg-correspondent-0121;Hoffstadt, Friedrich;male;1802;Jurist,Künstler,Violoncellist;2;-
Heinrich Bernhard von Andlaw-Birseck;118502859;https://de.wikipedia.org/wiki/Heinrich_Bernhard_von_Andlaw-Birseck;lassberg-correspondent-0148;Andlaw-Birseck, Heinrich Bernhard von;male;1802;Politiker;2;-
HeinrichMeyer;117559180;https://hls-dhs-dss.ch/de/articles/031433/2008-11-11/;lassberg-correspondent-0155;Meyer, Heinrich;male;1802;Numismatiker,Direktor,Klassischer Philologe;1;-
Ludwig Ettmüller;116585986;https://de.wikipedia.org/wiki/Ludwig_Ettm%C3%BCller;lassberg-correspondent-0281;Ettmüller, Ernst Moritz Ludwig;male;1802;Germanist,Schriftsteller;9;Prof. Dr. phil.
August von Bayer;116096926;https://de.wikipedia.org/wiki/August_von_Bayer;lassberg-correspondent-0028;Bayer, August von;male;1803;Konservator,Maler,Architekt;14;-
Gallus Morel;117143308;https://en.wikipedia.org/wiki/Gall_Morel;lassberg-correspondent-0130;Morel, Gallus;male;1803;Katholischer Theologe,Bibliothekar,Philologe;3;-
Karl Wegelin;118050885;https://www.deutsche-biographie.de/pnd118050885.html;lassberg-correspondent-0266;Wegelin, Carl;male;1803;-;4;-
Wilhelm Füssli;116847638;https://de.wikipedia.org/wiki/Wilhelm_F%C3%BCssli_%28Politiker%29;lassberg-correspondent-0361;Füssli, Wilhelm;male;1803;Politiker,Kunsthistoriker,Richter;-;-
Gerold Ludwig Meyer von Knonau;100372724;https://de.wikipedia.org/wiki/Gerold_Meyer_von_Knonau_(Archivar);lassberg-correspondent-0140;Meyer von Knonau, Gerold Ludwig;male;1804;Archivar,Geograf,Historiker;10;-
Christoph Friedrich von Stälin;117202797;https://de.wikipedia.org/wiki/Christoph_Friedrich_von_St%C3%A4lin;lassberg-correspondent-0067;Stälin, Christoph Friedrich von;male;1805;Historiker,Bibliothekar;3;-
Joseph Wintermantel;11741087X;-;lassberg-correspondent-0241;Wintermantel, Joseph;male;1805;Archivar;-;-
August Naef;101891733;https://de.wikipedia.org/wiki/August_Naef;lassberg-correspondent-0026;Naef, August;male;1806;Stadtschreiber,Politiker;1;-
Karl Halling;116412720;-;lassberg-correspondent-0255;Halling, Karl;male;1806;Historiker;-;-
Ottmar Friedrich Heinrich Schönhuth;116868546;https://de.wikipedia.org/wiki/Ottmar_Sch%C3%B6nhuth;lassberg-correspondent-0317;Schönhuth, Ottmar Friedrich Heinrich;male;1806;Pfarrer,Evangelischer Theologe,Historiker,Schriftsteller,Theologe;10;-
Titus Tobler;117402656;https://de.wikipedia.org/wiki/Titus_Tobler;lassberg-correspondent-0351;Tobler, Titus;male;1806;Politiker,Arzt,Forschungsreisender,Geograf;10;-
Wilhelm Wackernagel;118805851;https://de.wikipedia.org/wiki/Wilhelm_Wackernagel;lassberg-correspondent-0367;Wackernagel, Wilhelm;male;1806;Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller;9;Prof.
Carl Johann Greith;100487483;https://de.wikipedia.org/wiki/Carl_Johann_Greith;lassberg-correspondent-0057;Greith, Carl Johann;male;1807;Bischof,Katholischer Theologe,Hochschullehrer;2;-
Constantin von Waldburg-Zeil;119393646;https://de.wikipedia.org/wiki/Constantin_von_Waldburg-Zeil;lassberg-correspondent-0070;Waldburg-Zeil-Trauchburg, Konstantin von;male;1807;-;-;-
Georges-Auguste Matile;116838248;-;lassberg-correspondent-0139;Matile, George Auguste;male;1807;Bibliothekar,Jurist;5;-
Hermann von Liebenau;116987650;https://de.wikipedia.org/wiki/Hermann_von_Liebenau;lassberg-correspondent-0160;Liebenau, Hermann von;male;1807;Arzt,Historiker;-;Dr. med.
Friedrich Fürst von Waldburg zu Wolfegg und Waldsee;1018639683;https://de.wikipedia.org/wiki/Friedrich_von_Waldburg-Wolfegg-Waldsee;lassberg-correspondent-0115;Waldburg-Wolfegg-Waldsee, Friedrich von;male;1808;Standesherr;-;-
Friedrich von Waldburg-Wolfegg-Waldsee;1018639683;https://de.wikipedia.org/wiki/Friedrich_von_Waldburg-Wolfegg-Waldsee;lassberg-correspondent-0125;Waldburg-Wolfegg-Waldsee, Friedrich von;male;1808;Standesherr;-;-
Johann Caspar Bluntschli;118512129;https://de.wikipedia.org/wiki/Johann_Caspar_Bluntschli;lassberg-correspondent-0191;Bluntschli, Johann Caspar;male;1808;Jurist,Politiker;6;Prof. Dr.
Amalie von Heeremann-Zuydtwik;116565217;-;lassberg-correspondent-0011;Heeremann-Zuydtwik, Amalie von;female;1809;Ordensschwester;-;-
Albert Lucian Constans Schott;11692313X;https://de.wikipedia.org/wiki/Albert_Schott_(Volkskundler);lassberg-correspondent-0005;Schott, Albert;male;1809;Historiker,Linguist,Gymnasiallehrer;6;-
Emil Braun;116415738;https://de.wikipedia.org/wiki/Emil_Braun;lassberg-correspondent-0079;Braun, Emil;male;1809;Archäologe,Bibliothekar,Kunsthistoriker;10;-
Achille Jubinal;117212997;https://de.wikipedia.org/wiki/Achille_Jubinal;lassberg-correspondent-0001;Jubinal, Achille;male;1810;Romanist,Mediävist,Politiker,Schriftsteller,Literarhistoriker;10;-
Bernhard von Meyer;117555800;https://de.wikipedia.org/wiki/Bernhard_Meyer_%28Politiker%2C_1810%29;lassberg-correspondent-0042;Meyer, Bernhard von;male;1810;Politiker;-;-
Friedrich Anton Leopold Reuß;116453737;https://www.deutsche-biographie.de/sfz105389.html;lassberg-correspondent-0112;Reuß, Friedrich Anton;male;1810;Arzt,Philologe,Bibliothekar;10;-
Hermann Reuchlin;116450606;https://de.wikipedia.org/wiki/Hermann_Reuchlin;lassberg-correspondent-0158;Reuchlin, Hermann;male;1810;Pfarrer,Historiker;-;-
Karl Alois Fickler;116490667;https://de.wikipedia.org/wiki/Karl_Alois_Fickler;lassberg-correspondent-0247;Fickler, Carl Borromäus Alois;male;1810;Lehrer,Historiker;7;-
Theodor Georg von Karajan;121409406;https://de.wikipedia.org/wiki/Theodor_von_Karajan;lassberg-correspondent-0346;Karajan, Theodor Georg von;male;1810;Germanist,Bibliothekar,Historiker;9;Prof.
Johannes Friedrich Lange;116688629;https://de.wikipedia.org/wiki/Friedrich_Lange_%28Architekt%29;lassberg-correspondent-0219;Lange, Johannes Friedrich;male;1811;Kunsterzieher,Architekt;-;-
Karl Anton Joachim Zephyrinus Friedrich Meinrad von Hohenzollern;131601598;https://de.wikipedia.org/wiki/Karl_Anton_(Hohenzollern);lassberg-correspondent-0249;Hohenzollern-Sigmaringen, Karl Anton, Fürst von;male;1811;Politiker,Jurist;-;-
Karl Ferdinand Haltaus;100813984;https://de.wikipedia.org/wiki/Karl_Ferdinand_Haltaus;lassberg-correspondent-0252;Haltaus, Karl Ferdinand;male;1811;Schriftsteller,Lehrer,Historiker;6;-
Ludwig Schmid;117502189;https://de.wikipedia.org/wiki/Ludwig_Schmid_(Historiker);lassberg-correspondent-0286;Schmid, Ludwig;male;1811;Historiker,Lehrer;10;-
Theodor Herberger;116728205;https://www.deutsche-biographie.de/sfz29876.html;lassberg-correspondent-0347;Herberger, Theodor;male;1811;Archivar,Historiker;7;-
Traugott Märcker;100838995;https://de.wikipedia.org/wiki/Traugott_M%C3%A4rcker;lassberg-correspondent-0352;Märcker, Traugott;male;1811;Redakteur,Archivar,Historiker;-;-
Engelhard Wihard;115901583X ;-;lassberg-correspondent-0080;Wihard, Engelhard;notKnown;1811;-;1;-
Elise Friedrike Felicitas Freiin von Hohenhausen;119035987;https://de.wikipedia.org/wiki/Elise_von_Hohenhausen_(1812%E2%80%931899);lassberg-correspondent-0078;Hohenhausen, Elise von;female;1812;Übersetzerin,Schriftstellerin,Biografin;1;-
Adelbert von Keller;118831216;https://de.wikipedia.org/wiki/Adelbert_von_Keller;lassberg-correspondent-0002;Keller, Adelbert von;male;1812;Romanist,Linguist,Germanist,Philologe,Bibliothekar;9;Prof. Dr.
Maximilian von Lassberg;116004169;https://de.wikipedia.org/wiki/Maximilian_von_La%C3%9Fberg;lassberg-correspondent-0303;Lassberg, Maximilian von;male;1813;Postbeamter;-;-
Friedrich-Karl zu Hohenlohe-Waldenburg;107892758;https://de.wikipedia.org/wiki/Friedrich_Karl_I._zu_Hohenlohe-Waldenburg-Schillingsf%C3%BCrst;lassberg-correspondent-0128;Hohenlohe-Waldenburg, Friedrich-Karl zu;male;1814;Heraldiker,Generalleutnant;6;-
Levin Schücking;118762109;https://de.wikipedia.org/wiki/Levin_Sch%C3%BCcking;lassberg-correspondent-0277;Schücking, Levin;male;1814;Schriftsteller,Publizist,Redakteur;10;-
Franz Viktor Pfeiffer;118740776;https://de.wikipedia.org/wiki/Franz_Pfeiffer_(Germanist);lassberg-correspondent-0109;Pfeiffer, Franz;male;1815;Philologe,Germanist,Bibliothekar,Literaturwissenschaftler;9;Prof. Dr.
Georg Heinrich Merz;116912650;https://de.wikipedia.org/wiki/Georg_Heinrich_von_Merz;lassberg-correspondent-0136;Merz, Heinrich;male;1816;Prälat,Redakteur,Evangelischer Theologe;9;Dr. phil.
Leonhard Hohbach;1166219461;-;lassberg-correspondent-0275;Hohbach, Leonhard;male;1816;Kunsterzieher,Fotograf,Maler;-;-
Egbert Friedrich von Mülinen;101397593;https://de.wikipedia.org/wiki/Egbert_Friedrich_von_M%C3%BClinen;lassberg-correspondent-0075;Mülinen, Egbert Friedrich von;male;1817;Historiker,Privatgelehrter;2;-
Friedrich vonWyss;117349518;https://hls-dhs-dss.ch/de/articles/015796/2013-11-28/;lassberg-correspondent-0126;Wyss, Friedrich von;male;1818;Jurist;6;Prof.
Reinhard Franz Carl Dominik Freiherr von und zu Brenken;116485043;https://de.wikipedia.org/wiki/Reinhard_Franz_von_und_zu_Brenken;lassberg-correspondent-0329;Brenken, Reinhard von und zu;male;1818;Abgeordneter,Kämmerer,Gutsherr,Landrat,Politiker;-;-
Karl Egon III. zu Fürstenberg;118694154;https://de.wikipedia.org/wiki/Karl_Egon_III._zu_F%C3%BCrstenberg;lassberg-correspondent-0250;Fürstenberg, Karl Egon zu;male;1820;General;-;-
Max von Madroux;11665533X;-;lassberg-correspondent-0301;Madroux, Max von;male;1820;Major;-;-
Hermann Dietrich Dominikus Freiherr von und zu Brenken;133431789;https://de.wikipedia.org/wiki/Hermann_von_und_zu_Brenken;lassberg-correspondent-0157;Brenken, Hermann Dietrich Dominikus von;notKnown;1820;Gutsherr,Politiker,Abgeordneter;-;-
Franz Joseph Schwarz;100863744;http://www.deutsche-biographie.de/pnd100863744.html#adbcontent;lassberg-correspondent-0103;Schwarz, Franz Joseph;male;1821;Katholischer Theologe,Priester,Archäologe;3;-
Hurter, Friedrich Benedikt von;117071102;-;lassberg-correspondent-0166;Hurter, Friedrich Benedikt;male;1821;Buchhändler;-;-
Wilhelm Ludwig Holland;100804713;https://de.wikipedia.org/wiki/Wilhelm_Ludwig_Holland;lassberg-correspondent-0364;Holland, Wilhelm Ludwig;male;1822;Romanist,Germanist;10;-
Karl Heinrich Leopold Freiherr Roth von Schreckenstein;116639342;https://de.wikipedia.org/wiki/Karl_Roth_von_Schreckenstein;lassberg-correspondent-0257;Roth von Schreckenstein, Karl H.;male;1823;Historiker,Kämmerer,Archivar;9;Dr. phil.
Heinrich Friedrich Otto Abel;116001917;https://de.wikipedia.org/wiki/Otto_Abel_(Historiker);lassberg-correspondent-0151;Abel, Otto;male;1824;Historiker;8;-
Rudolf Grimm;116854162;-;lassberg-correspondent-0332;Grimm, Rudolf;male;1830;Jurist;-;-
Adelrich Rothweiler;-;-;lassberg-correspondent-0003;-;male;1766;-;-;-
Aloysia von Koller;-;-;lassberg-correspondent-0009;-;female;-;-;-;-
Ambroise Zobel;-;-;lassberg-correspondent-0013;-;male;-;-;-;-
Anna Catharina (Line) Burckhardt;-;-;lassberg-correspondent-0016;-;female;1787;-;-;-
Anton Dilger;-;-;lassberg-correspondent-0021;-;male;-;-;-;-
Anton Roos;-;-;lassberg-correspondent-0022;-;male;-;-;-;-
August Gustav Riedlinger;-;-;lassberg-correspondent-0024;-;male;1812;-;-;-
Augustin Marquand;-;-;lassberg-correspondent-0030;-;male;-;-;-;-
Bachmann;-;-;lassberg-correspondent-0031;-;male;-;-;-;-
Badische Amortisationskasse;-;-;lassberg-correspondent-0032;-;CorporateBody;-;-;-;-
Badische Einnehmerei;-;-;lassberg-correspondent-0033;-;CorporateBody;-;-;-;-
Badische Zeitungsexpedition;-;-;lassberg-correspondent-0034;-;CorporateBody;-;-;-;-
Badisches Bezirksamt Meersburg;-;https://de.wikipedia.org/wiki/Bezirksamt_Meersburg;lassberg-correspondent-0035;-;CorporateBody;-;-;-;-
Bartholome Loppacher;-;-;lassberg-correspondent-0036;-;female;-;-;-;-
Baumann Freres;-;-;lassberg-correspondent-0037;-;male;-;-;-;-
Beda Iten;-;-;lassberg-correspondent-0038;-;male;-;-;-;-
Beer;-;-;lassberg-correspondent-0039;-;male;-;-;-;-
Benedikt Maria Augustin Martignoni;-;-;lassberg-correspondent-0040;-;male;1741;-;-;-
Bernhard Dettelbach;-;-;lassberg-correspondent-0041;-;male;-;-;-;-
Bersinger;-;-;lassberg-correspondent-0045;-;-;-;-;-;-
Beyel;-;-;lassberg-correspondent-0046;-;-;-;-;-;-
Brunschweiler;-;-;lassberg-correspondent-0047;-;-;-;-;-;-
Bürgermeister von Meersburg;-;-;lassberg-correspondent-0049;-;CorporateBody;-;-;-;-
Butsch;-;-;lassberg-correspondent-0050;-;-;-;-;-;-
Carl August Freiherr von Haxthausen;-;-;lassberg-correspondent-0051;-;male;-;-;-;-
Carl Hempel;-;-;lassberg-correspondent-0055;-;male;-;-;-;-
Carl Joseph Marquard Freiherr von Lassberg;-;-;lassberg-correspondent-0058;-;male;-;-;-;-
Carl Mathieu;-;-;lassberg-correspondent-0059;-;male;-;-;-;-
Charles de Voumard;-;-;lassberg-correspondent-0063;-;male;-;-;-;-
Comte de Corberon;-;-;lassberg-correspondent-0068;-;male;-;-;-;-
Didelot de François-Charles-Luce;-;-;lassberg-correspondent-0072;-;male;-;-;-;-
Domänenkanzlei;-;-;lassberg-correspondent-0074;-;CorporateBody;-;-;-;-
Fechtig;-;-;lassberg-correspondent-0084;-;-;-;-;-;-
Felix Sauter;-;-;lassberg-correspondent-0085;-;male;-;-;-;-
Ferdinand Mayer;-;-;lassberg-correspondent-0088;-;male;-;-;-;-
Franz Alban Casinone;-;-;lassberg-correspondent-0091;-;male;-;-;-;-
Franz Anton Seraphicus Graf von Harrach zu Rohrau;-;-;lassberg-correspondent-0092;-;male;-;-;-;-
Franz Eduard von Friedrich;-;-;lassberg-correspondent-0096;-;male;-;-;-;-
Franz Giradin;-;-;lassberg-correspondent-0097;-;male;-;-;-;-
Franz Henseler;-;-;lassberg-correspondent-0098;-;male;-;-;-;-
Franz Joseph Kolb;-;-;lassberg-correspondent-0102;-;male;-;-;-;-
Franz Pecher;-;-;lassberg-correspondent-0107;-;male;-;-;-;-
Franz Xaver Karl;-;-;lassberg-correspondent-0111;-;male;-;-;-;-
Friedrich Gagg;-;-;lassberg-correspondent-0116;-;male;-;-;-;-
Friedrich Karl Graf von Einsiedel;-;-;lassberg-correspondent-0122;-;male;-;-;-;-
Friedrich Konrad Bannhard;-;-;lassberg-correspondent-0123;-;male;-;-;-;-
Fürstlich Fürstenbergische Forstkammer;-;-;lassberg-correspondent-0129;-;CorporateBody;-;-;-;-
Geheime Konferenz von Hohenzollern-Sigmaringen;-;-;lassberg-correspondent-0131;-;male;-;-;-;-
Georg Brugger;-;-;lassberg-correspondent-0132;-;male;-;-;-;-
Graf Joseph Clemens von Westphalen zu Fürstenberg;-;-;lassberg-correspondent-0142;-;male;-;-;-;-
Gsell;-;-;lassberg-correspondent-0143;-;-;-;-;-;-
Hans Georg Fey;-;-;lassberg-correspondent-0146;-;male;-;-;-;-
Hieronymus Zepf;-;-;lassberg-correspondent-0162;-;male;-;-;-;-
Hofkammer;-;-;lassberg-correspondent-0165;-;CorporateBody;-;-;-;-
Jacobea von Liebenau;-;-;lassberg-correspondent-0171;-;female;-;-;-;-
Jakob Hauger;-;-;lassberg-correspondent-0172;-;male;-;-;-;-
Jakob Siegfried;-;-;lassberg-correspondent-0175;-;male;-;-;-;-
Johann Allisbach;-;-;lassberg-correspondent-0180;-;male;-;-;-;-
Johann Baptist Müller;-;-;lassberg-correspondent-0188;-;male;-;-;-;-
Johann Baptist Schmid;-;-;lassberg-correspondent-0190;-;male;-;-;-;-
Johann Franz Freiherr von Bodman;-;-;lassberg-correspondent-0197;-;male;-;-;-;-
Johann Joseph Anton von Schellenberg;-;-;lassberg-correspondent-0204;-;male;-;-;-;-
Johann Maklot;-;-;lassberg-correspondent-0209;-;male;-;-;-;-
Johann Melchior Weber;-;-;lassberg-correspondent-0211;-;male;-;-;-;-
Johann Nepomuk Bodent;-;-;lassberg-correspondent-0213;-;male;-;-;-;-
Johann Wüst;-;-;lassberg-correspondent-0217;-;male;-;-;-;-
Josef Hugard;-;-;lassberg-correspondent-0221;-;male;-;-;-;-
Joseph Anton Hungerbühler;-;-;lassberg-correspondent-0227;-;male;-;-;-;-
Joseph Kirsner;-;-;lassberg-correspondent-0232;-;male;-;-;-;-
Joseph Konrad Eckhard;-;-;lassberg-correspondent-0233;-;male;-;-;-;-
Joseph von Bayer;-;-;lassberg-correspondent-0239;-;male;-;-;-;-
Joseph Wilhelm von Gagg;-;-;lassberg-correspondent-0240;-;male;-;-;-;-
Kabinettskanzlei;-;-;lassberg-correspondent-0243;-;CorporateBody;-;-;-;-
Kaiserlich-königlich Hinterösterreichisch Ständische Kanzlei;-;-;lassberg-correspondent-0244;-;CorporateBody;-;-;-;-
Karl Albrecht III. zu Hohenlohe-Waldenburg-Schillingsfürst;-;https://de.wikipedia.org/wiki/Karl_Albrecht_III._zu_Hohenlohe-Waldenburg-Schillingsf%C3%BCrst;lassberg-correspondent-0245;-;male;-;-;-;-
Karl Franz Herzogenrath;-;-;lassberg-correspondent-0253;-;male;-;-;-;-
Karl Freiherr von Gaugreben;-;-;lassberg-correspondent-0254;-;male;-;-;-;-
Karl Widmann;-;-;lassberg-correspondent-0267;-;male;-;-;-;-
Karoline Charlotte von Ittner;-;-;lassberg-correspondent-0268;-;female;-;-;-;-
Kaspar Schulthess & Co;-;-;lassberg-correspondent-0270;-;male;-;-;-;-
L. Graf von Sobolewski;-;-;lassberg-correspondent-0273;-;male;-;-;-;-
Ludwig Wilhelm Friedrich Treusch von Buttlar-Brandenfels;-;-;lassberg-correspondent-0290;-;male;-;-;-;-
Macaire (Unternehmerfamilie);-;https://de.wikipedia.org/wiki/Macaire_(Unternehmerfamilie);lassberg-correspondent-0292;-;male;-;-;-;-
Maria Antonie Josepha Sophia Freiin von Reischach;-;-;lassberg-correspondent-0294;-;female;-;-;-;-
Maria Emilia (Emma) Gräfin von Thurn-Valsassina;-;-;lassberg-correspondent-0295;-;female;-;-;-;-
Maria Regina Waldburga Ursula Heinrika Ebinger;-;-;lassberg-correspondent-0296;-;female;-;-;-;-
Maria Tanner;-;-;lassberg-correspondent-0297;-;female;-;-;-;-
Marquard Bourz von Seethal;-;-;lassberg-correspondent-0299;-;male;-;-;-;-
Maximilian Hufschmid;-;-;lassberg-correspondent-0302;-;male;-;-;-;-
Mayer Al.;-;-;lassberg-correspondent-0305;-;-;-;-;-;-
Meersburg Gemeinderat;-;-;lassberg-correspondent-0306;-;CorporateBody;-;-;-;-
Melchior Reichlin;-;-;lassberg-correspondent-0308;-;male;-;-;-;-
Mezger;-;-;lassberg-correspondent-0310;-;-;-;-;-;-
Moucheron;-;-;lassberg-correspondent-0313;-;-;-;-;-;-
Nikolaus David Rosenlächer;-;-;lassberg-correspondent-0314;-;male;-;-;-;-
Nikolaus Leopold Enzberg;-;-;lassberg-correspondent-0315;-;male;-;-;-;-
Otto Abel;-;-;lassberg-correspondent-0318;-;male;-;-;-;-
Peter Delisle;-;-;lassberg-correspondent-0320;-;male;-;-;-;-
Peter Friedrich Freiherr Aichner von Heppenstein;-;-;lassberg-correspondent-0321;-;male;-;-;-;-
Philipp Lüthard;-;-;lassberg-correspondent-0323;-;male;-;-;-;-
Raphael von Kaula;-;-;lassberg-correspondent-0327;-;male;-;-;-;-
Regierungspräsidium;-;-;lassberg-correspondent-0328;-;CorporateBody;-;-;-;-
Rococo Jäck;-;-;lassberg-correspondent-0330;-;male;-;-;-;-
Rosine Lüthardt;-;-;lassberg-correspondent-0331;-;female;-;-;-;-
Schneider;-;-;lassberg-correspondent-0336;-;-;-;-;-;-
Silvester Meyer;-;-;lassberg-correspondent-0338;-;male;-;-;-;-
Societas Botanica Ratisbonensis;-;-;lassberg-correspondent-0339;-;CorporateBody;-;-;-;-
St. Seiler;-;-;lassberg-correspondent-0342;-;-;-;-;-;-
Stiehle;-;-;lassberg-correspondent-0343;-;-;-;-;-;-
Thurgauischer Kleiner Rat;-;-;lassberg-correspondent-0344;-;CorporateBody;-;-;-;-
Theodor Geiger;-;-;lassberg-correspondent-0345;-;male;-;-;-;-
Theodor Lüthhart;-;-;lassberg-correspondent-0348;-;male;-;-;-;-
